DIAGNOSIS CODE,LEN_DX_CODE,FIVE_DX_CODE,LONG_DESCRIPTION,SHORT_DESCRIPTION
V277,4,V2770,"Outcome of delivery, other multiple birth, all stillborn","Del-mult birth, all sb"
V276,4,V2760,"Outcome of delivery, other multiple birth, some liveborn","Del-mult brth, some live"
V275,4,V2750,"Outcome of delivery, other multiple birth, all liveborn","Del-mult birth, all live"
V274,4,V2740,"Outcome of delivery, twins, both stillborn","Deliver-twins, both sb"
V273,4,V2730,"Outcome of delivery, twins, one liveborn and one stillborn","Del-twins, 1 nb, 1 sb"
V272,4,V2720,"Outcome of delivery, twins, both liveborn","Deliver-twins, both live"
V271,4,V2710,"Outcome of delivery, single stillborn",Deliver-single stillborn
V270,4,V2700,"Outcome of delivery, single liveborn",Deliver-single liveborn
V269,4,V2690,Unspecified procreative management,Procreative mangmt NOS
V261,4,V2610,Artificial insemination,Artificial insemination
V260,4,V2600,Tuboplasty or vasoplasty after previous sterilization,Tuboplasty or vasoplasty
V259,4,V2590,Unspecified contraceptive management,Contraceptive mangmt NOS
V258,4,V2580,Other specified contraceptive management,Contraceptive mangmt NEC
V255,4,V2550,Insertion of implantable subdermal contraceptive,Nsrt mplnt sbdrm cntrcep
V253,4,V2530,Menstrual extraction,Menstrual extraction
V252,4,V2520,Sterilization,Sterilization
V242,4,V2420,Routine postpartum follow-up,Rout postpart follow-up
V241,4,V2410,Postpartum care and examination of lactating mother,Postpart care-lactation
V240,4,V2400,Postpartum care and examination immediately after delivery,Postpart care after del
V239,4,V2390,Supervision of unspecified high-risk pregnancy,Suprv high-risk preg NOS
V237,4,V2370,Supervision of high-risk pregnancy with insufficient prenatal care,Insufficnt prenatal care
V235,4,V2350,Supervision of high-risk pregnancy with other poor reproductive history,Preg w poor reproduct hx
V233,4,V2330,Supervision of high-risk pregnancy with grand multiparity,Grand multiparity
V232,4,V2320,Supervision of high-risk pregnancy with history of abortion,Preg w hx of abortion
V231,4,V2310,Supervision of high-risk pregnancy with history of trophoblastic disease,Preg w hx-trophoblas dis
V230,4,V2300,Supervision of high-risk pregnancy with history of infertility,Preg w hx of infertility
V222,4,V2220,"Pregnant state, incidental","Preg state, incidental"
V221,4,V2210,Supervision of other normal pregnancy,Supervis oth normal preg
V220,4,V2200,Supervision of normal first pregnancy,Supervis normal 1st preg
V219,4,V2190,Unspecified constitutional state in development,Constit state in dev NOS
V218,4,V2180,Other specified constitutional states in development,Constit state in dev NEC
V212,4,V2120,Other development of adolescence,Adolescence growth NEC
V211,4,V2110,Puberty,Puberty
V210,4,V2100,Period of rapid growth in childhood,Rapid childhood growth
V202,4,V2020,Routine infant or child health check,Routin child health exam
V201,4,V2010,Other healthy infant or child receiving care,Care of healthy chld NEC
V200,4,V2000,Health supervision of foundling,Foundling health care
V198,4,V1980,Family history of other condition,Family hx-condition NEC
V197,4,V1970,Family history of consanguinity,Consanguinity
V196,4,V1960,Family history of allergic disorders,Family hx-allergic dis
V195,4,V1950,Family history of congenital anomalies,Fam hx-congen anomalies
V194,4,V1940,Family history of skin conditions,Family hx-skin condition
V193,4,V1930,Family history of other ear disorders,Family hx-ear disord NEC
V192,4,V1920,Family history of deafness or hearing loss,Family hx-deafness
V190,4,V1900,Family history of blindness or visual loss,Family hx-blindness
V189,4,V1890,Family history of genetic disease carrier,Fam hx genet dis carrier
V188,4,V1880,Family history of infectious and parasitic diseases,Fm hx-infect/parasit dis
V187,4,V1870,Family history of other genitourinary diseases,Family hx-gu disease NEC
V184,4,V1840,Family history of intellectual disabilities,Fm hx-intellect disablty
V183,4,V1830,Family history of other blood disorders,Fam hx-blood disord NEC
V182,4,V1820,Family history of anemia,Family hx-anemia
V180,4,V1800,Family history of diabetes mellitus,Fam hx-diabetes mellitus
V177,4,V1770,Family history of arthritis,Family hx-arthritis
V176,4,V1760,Family history of other chronic respiratory conditions,Fam hx-chr resp cond NEC
V175,4,V1750,Family history of asthma,Family hx-asthma
V173,4,V1730,Family history of ischemic heart disease,Fam hx-ischem heart dis
V172,4,V1720,Family history of other neurological diseases,Fam hx-neurolog dis NEC
V171,4,V1710,Family history of stroke (cerebrovascular),Family hx-stroke
V170,4,V1700,Family history of psychiatric condition,Fam hx-psychiatric cond
V169,4,V1690,Family history of unspecified malignant neoplasm,Family hx-malignancy NOS
V168,4,V1680,Family history of other specified malignant neoplasm,Family hx-malignancy NEC
V167,4,V1670,Family history of other lymphatic and hematopoietic neoplasms,Fam hx-lymph neoplas NEC
V166,4,V1660,Family history of leukemia,Family hx-leukemia
V163,4,V1630,Family history of malignant neoplasm of breast,Family hx-breast malig
V162,4,V1620,Family history of malignant neoplasm of other respiratory and intrathoracic organs,Fam hx-intrathoracic mal
V161,4,V1610,"Family history of malignant neoplasm of trachea, bronchus, and lung",Fm hx-trach/bronchog mal
V160,4,V1600,Family history of malignant neoplasm of gastrointestinal tract,Family hx-gi malignancy
V159,4,V1590,Unspecified personal history presenting hazards to health,Hx-health hazard NOS
V157,4,V1570,"Personal history of contraception, presenting hazards to health",Hx of contraception
V156,4,V1560,"Personal history of poisoning, presenting hazards to health",Hx of poisoning
V153,4,V1530,"Personal history of irradiation, presenting hazards to health",Hx of irradiation
V151,4,V1510,"Personal history of surgery to heart and great vessels, presenting hazards to health",Hx-major cardiovasc surg
V149,4,V1490,Personal history of allergy to unspecified medicinal agent,Hx-drug allergy NOS
V148,4,V1480,Personal history of allergy to other specified medicinal agents,Hx-drug allergy NEC
V147,4,V1470,Personal history of allergy to serum or vaccine,Hx-vaccine allergy
V146,4,V1460,Personal history of allergy to analgesic agent,Hx-analgesic allergy
V145,4,V1450,Personal history of allergy to narcotic agent,Hx-narcotic allergy
V144,4,V1440,Personal history of allergy to anesthetic agent,Hx-anesthetic allergy
V143,4,V1430,Personal history of allergy to other anti-infective agent,Hx-anti-infect allergy
V142,4,V1420,Personal history of allergy to sulfonamides,Hx-sulfonamides allergy
V141,4,V1410,Personal history of allergy to other antibiotic agent,Hx-antibiot allergy NEC
V140,4,V1400,Personal history of allergy to penicillin,Hx-penicillin allergy
V139,4,V1390,Personal history of unspecified disease,Hx of disease NOS
V137,4,V1370,Personal history of perinatal problems,Hx-perinatal problems
V134,4,V1340,Personal history of arthritis,Hx of arthritis
V133,4,V1330,Personal history of diseases of skin and subcutaneous tissue,Hx-skin/subcutan tis dis
V131,4,V1310,Personal history of trophoblastic disease,Hx-trophoblastic disease
V123,4,V1230,Personal history of diseases of blood and blood-forming organs,Hx-blood diseases
V121,4,V1210,Personal history of nutritional deficiency,Hx-nutrition deficiency
V119,4,V1190,Personal history of unspecified mental disorder,Hx-mental disorder NOS
V118,4,V1180,Personal history of other mental disorders,Hx-mental disorder NEC
V114,4,V1140,Personal history of combat and operational stress reaction,Hx combat/stress reactn
V113,4,V1130,Personal history of alcoholism,Hx of alcoholism
V112,4,V1120,Personal history of neurosis,Hx of neurosis
V111,4,V1110,Personal history of affective disorders,Hx of affective disorder
V110,4,V1100,Personal history of schizophrenia,Hx of schizophrenia
V103,4,V1030,Personal history of malignant neoplasm of breast,Hx of breast malignancy
V096,4,V0960,Infection with microorganisms resistant to sulfonamides,Inf mcrg rstn sulfnmides
V094,4,V0940,Infection with microorganisms resistant to aminoglycosides,Inf mcrg rstn amnglcsds
V093,4,V0930,Infection with microorganisms resistant to tetracyclines,Inf mcrg rstn ttrcycln
V092,4,V0920,Infection with microorganisms resistant to macrolides,Inf mcrg rstn macrolides
V091,4,V0910,Infection with microorganisms resistant to cephalosporins and other B-lactam antibiotics,Inf mcrg rstn b-lactam
V090,4,V0900,Infection with microorganisms resistant to penicillins,Inf mcrg rstn pncllins
V079,4,V0790,Unspecified prophylactic or treatment measure,Prophyl or tx meas NOS
V078,4,V0780,Other specified prophylactic or treatment measure,Prophyl or tx meas NEC
V074,4,V0740,Hormone replacement therapy (postmenopausal),Hormone replace postmeno
V072,4,V0720,Need for prophylactic immunotherapy,Prophylact immunotherapy
V071,4,V0710,Need for desensitization to allergens,Desensitiza to allergens
V070,4,V0700,Need for isolation,Prophylactic isolation
V069,4,V0690,Unspecified combined vaccine,Vac-dis combinations NOS
V068,4,V0680,Need for prophylactic vaccination and inoculation against other combinations of diseases,Vac-dis combinations NEC
V066,4,V0660,Need for prophylactic vaccination and inoculation against streptococcus pneumoniae [pneumococcus] and influenza,Nd vac strp pnumn/inflnz
V065,4,V0650,Need for prophylactic vaccination and inoculation against tetanus-diphtheria [Td] (DT),Vaccination for Td-DT
V064,4,V0640,Need for prophylactic vaccination and inoculation against measles-mumps-rubella (MMR),Vac-measle-mumps-rubella
V063,4,V0630,Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with poliomyelitis [DTP + polio],Vaccin for dtp + polio
V062,4,V0620,Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with typhoid-paratyphoid (DTP + TAB),Vaccin for dtp + tab
V061,4,V0610,"Need for prophylactic vaccination and inoculation against diphtheria-tetanus-pertussis, combined [DTP] [DTaP]",Vaccination for DTP-DTaP
V060,4,V0600,Need for prophylactic vaccination and inoculation against cholera with typhoid-paratyphoid [cholera + TAB],Vaccin for cholera + tab
V059,4,V0590,Need for prophylactic vaccination and inoculation against unspecified single disease,Vaccin for singl dis NOS
V058,4,V0580,Need for prophylactic vaccination and inoculation against other specified disease,Vaccin for disease NEC
V054,4,V0540,Need for prophylactic vaccination and inoculation against varicella,Need prphyl vc varicella
V053,4,V0530,Need for prophylactic vaccination and inoculation against viral hepatitis,Need prphyl vc vrl hepat
V052,4,V0520,Need for prophylactic vaccination and inoculation against leishmaniasis,Vaccin for leishmaniasis
V051,4,V0510,Need for prophylactic vaccination and inoculation against other arthropod-borne viral diseases,Vacc arboviral dis NEC
V050,4,V0500,Need for prophylactic vaccination and inoculation against arthropod-borne viral encephalitis,Arbovirus enceph vaccin
V047,4,V0470,Need for prophylactic vaccination and inoculation against common cold,Vaccin for common cold
V046,4,V0460,Need for prophylactic vaccination and inoculation against mumps alone,Vaccin for mumps
V045,4,V0450,Need for prophylactic vaccination and inoculation against rabies,Vaccin for rabies
V044,4,V0440,Need for prophylactic vaccination and inoculation against yellow fever,Vaccin for yellow fever
V043,4,V0430,Need for prophylactic vaccination and inoculation against rubella alone,Vaccin for rubella
V042,4,V0420,Need for prophylactic vaccination and inoculation against measles alone,Vaccin for measles
V041,4,V0410,Need for prophylactic vaccination and inoculation against smallpox,Vaccin for smallpox
V040,4,V0400,Need for prophylactic vaccination and inoculation against poliomyelitis,Vaccin for poliomyelitis
V039,4,V0390,Need for prophylactic vaccination and inoculation against unspecified single bacterial disease,Vaccin for bact dis NOS
V037,4,V0370,Need for prophylactic vaccination and inoculation against tetanus toxoid alone,Tetanus toxoid inoculat
V036,4,V0360,Need for prophylactic vaccination and inoculation against pertussis alone,Vaccin for pertussis
V035,4,V0350,Need for prophylactic vaccination and inoculation against diphtheria alone,Vaccin for diphtheria
V034,4,V0340,Need for prophylactic vaccination and inoculation against tularemia,Vaccin for tularemia
V033,4,V0330,Need for prophylactic vaccination and inoculation against plague,Vaccin for plague
V032,4,V0320,Need for prophylactic vaccination and inoculation against tuberculosis [BCG],Vaccin for tuberculosis
V031,4,V0310,Need for prophylactic vaccination and inoculation against typhoid-paratyphoid alone [TAB],Vacc-typhoid-paratyphoid
V030,4,V0300,Need for prophylactic vaccination and inoculation against cholera alone,Vaccin for cholera
V029,4,V0290,Carrier or suspected carrier of other specified infectious organism,Carrier NEC
V028,4,V0280,Carrier or suspected carrier of other venereal diseases,Venereal dis carrier NEC
V027,4,V0270,Carrier or suspected carrier of gonorrhea,Gonorrhea carrier
V024,4,V0240,Carrier or suspected carrier of diphtheria,Diphtheria carrier
V023,4,V0230,Carrier or suspected carrier of other gastrointestinal pathogens,GI pathogen carrier NEC
V022,4,V0220,Carrier or suspected carrier of amebiasis,Amebiasis carrier
V021,4,V0210,Carrier or suspected carrier of typhoid,Typhoid carrier
V020,4,V0200,Carrier or suspected carrier of cholera,Cholera carrier
V019,4,V0190,Contact with or exposure to unspecified communicable disease,Communic dis contact NOS
V016,4,V0160,Contact with or exposure to venereal diseases,Venereal dis contact
V015,4,V0150,Contact with or exposure to rabies,Rabies contact
V014,4,V0140,Contact with or exposure to rubella,Rubella contact
V013,4,V0130,Contact with or exposure to smallpox,Smallpox contact
V012,4,V0120,Contact with or exposure to poliomyelitis,Poliomyelitis contact
V011,4,V0110,Contact with or exposure to tuberculosis,Tuberculosis contact
V010,4,V0100,Contact with or exposure to cholera,Cholera contact
